"ID";"Reisender";"Titel";"Standort";"Stand";"Original";"Bearbeitungsvermerk";"Reisezeit";"KA";"KE";"Koordinaten";"Band"
1322;Jerningham, Hubert E. H.;"Jerningham, Hubert E. H.: To and from Constantinople. London 1873,  ix+365p. , engraved frontispiece and title-page. 
";SB Pr. K. Berlin;1;1;0;;18;61;;0
1323;Joanne, Adolphe L.;"Joanne, Adolphe L.: Grèce. 2 Bde. Paris 1890-91, mit 20 Plänen, Abb. + Tabellen. lxxxiii+216p. +xl+509p. 
";A&K;1;1;0;;255;0;;0
1324;Joanne, Adolphe L.;Joanne, Adolphe L.: Voyage en Égypte et en Grèce. Bruxelles 1850, 199p ;Gen: GT 1119 (I, 425;1;1;1;;55;58;;0
1325;Johnson, E. C.;"Johnson, E. C.: On the track of the crescent. Erratic notes from the Piräus to Pesth. London 1885, xiii+322p. , illustrated from sketches by the author. 
";Gen: GT 1175 (I, 871;1;1;1;;58;58;;0
1326;Jolliffe, T. R.;"Jolliffe, T. R.: Narrative of an excursion from Corfu to Smyrna, comprising a progress through Albania and the north of Greece, with some account of Athens... to which is annexed a translation of the ""Erastae"" of Plato. By the author of the ""Lettres from Palestine"".  London 1827, xv+271p. 
";Gen: GT 1309 (I, 149;1;1;1;;32;65;;0
1327;Josten, Jacob;"Josten, Jacob: Reisebeschreibung durch die Türkey, Ungarn, das Gelobte Land... Lübeck 1652. 
";Tobler;1;1;0;;255;0;;0
1328;Jouvin, Alberto;Jouvin, Alberto: Le Voyageur d'Europe où est le Voyage de Turquie qui comprend la Terre Sainte et L'Egypte. Paris 1676 u. 1684.  ;"BLC; Röhricht 1154 ";1;1;3;;255;0;;0
1329;Jowett, William;"Jowett, William: Christian researches in the Mediterranean, from 1815 to 1820, in furtherance of the objects of the Church Missionary Society. London 1822, viii+410p. 
";UB Tübingen II 209;3;1;0;;55;64;;0
1330;Julien;"Julien: Itinéraire de Paris à Jérusalem par Julien, domestique de M de Chateaubriand, publié d'après le manuscrit original appartenant à M Lesouëf, avec introduction et notes par Édouard Champion. Paris 1904. 
";"BLC; Gen: GT 1004   ";1;1;1;;255;0;;0
1331;Keller, B. K.;"Keller, B. K.: Archäologisch-artistische Mittheilungen mit 22 Platten über die Ausgrabungen auf der Akropolis zu Athen 1835, 36 und 37,  Nürnberg 1852. 
";UB Aachen Gg 2002;2;1;0;;58;58;;0
1332;Kendrick, Tertius T. C.;"Kendrick, Tertius T. C.: The Ionian Islands, manners and customs;  sketches of the ancient history; with anecdotes of the Septinsulars London 1822, xii+287p. 
";MF HILANG;2;1;0;;31;83;;0
1333;Kendrick, Tertius T. C.;Kendrick, Tertius T. C.: The travellers. A tale, illustrative of the manners...... and superstition of modern Greece. 3 Bde. London 1825.  ;                  ;1;2;1;;255;0;;0
1334;Kephalas, Nicolaos;"Kephalas, Nicolaos: Avis du capitaine Nicolas Chiefala, Grec de l'ile de Zante, au public. Paris 1837, 11-25. 
";Kopie HILANG;4;1;0;;255;0;;0
1335;Kephalas, Nicolaos;"Kephalas, Nicolaos: Le aventure di Capitan Nicolo Chiefala di Zante sull`impresa del porto di Enos con la descrizione esatta di tutto cio`che vide ed opero nel corso del suo viaggio sino a
Constantinople. Athen 1845, Text in Italien and Greek. 
";: GT 1743. 1(I, 362);1;3;1;;18;60;;0
1336;Keppel, George;"Keppel, George: Narrative of a journey across the Balcan, by the two passes of Selimno and Pravadi; also of a visit to Azani, and other ruins discovered ruins in Asia Minor, in the years 1829-30. 1. Bd.  London 1831, 463p. , map. 
";Göttingen Itin. 2140;2;1;0;;11;61;;0
1337;Keppel, George;"Keppel, George: Narrative of a journey across the Balcan, by the two passes of Selimno and Pravadi; also of a visit to Azani, and other ruins discovered ruins in Asia Minor, in the years 1829-30. 2. Bd.  London 1831, 463p. , map. 
";Göttingen Itin. 2140;2;1;0;;18;72;;0
1338;Keppel, George;"Keppel, George: Narrative of a journey across the Balcan, by the two passes of Selimno and Pravadi; also of a visit to Azani, and other newly discovered ruins in Asia Minor, in the years 1829-30. 2 Bde.  London 1831, colored illustrations and 2 maps. 
";Göttingen I 2140;2;1;0;;255;0;;0
1339;Kerényi, Karl;"Kerényi, Karl: Stunden in Griechenland. Horoi Hellenika. Griechisches Stundenbuch 1952. Fragmente aus Griechenland 1929. Reisebuch aus Lesbos. Zürich 1952, 120p. Mit 11 Bilder aus dem Werk von Stackelberg. 
";Sem. f. Alt. Ge. XVI;2;1;0;;40;71;;0
1340;Kern, Otto;"Kern, Otto: Bei den Mönchen auf dem Athos. Hamburg 1898, 27p. 
";Kopie HILANG FR;3;1;0;;23;29;;0
1341;Kern, Otto;"Kern, Otto: Nordgriechische Skizzen. Berlin 1912, 128p. 
";MS Inst. f. Alt. XIV;3;2;0;;27;51;;0
1342;Kiepert, Heinrich;"Kiepert, Heinrich: Reisen in Kleinasien und Armenien 1847-1863.  O. O. 1867. 
";MS UB NZ Qu5;1;1;0;;255;0;;0
1343;Kiepert, Heinrich und Koldewey, Robert;"Kiepert, Heinrich und Koldewey, Robert: Itinerare auf der Insel Lesbos. Sonderabdruck aus Koldeweys ""Lesbos"". 74-89. Berlin 1890, 66p. ,  3 maps. 
";Gen: GT 2699 (I, 929;2;1;0;;43;43;;0
1344;Kiesling, Hans von;Kiesling, Hans von: Orientfahrten zwischen Ägäis und Zagros. Erlebtes und Erschautes aus schwerer Zeit. Leipzig 1921, vi+276p. 16 Tafeln.  ;StB Elberfeld Es 346;4;1;0;;255;0;;0
1345;Kind, Th.;"Kind, Th.: Streifzüge durch das Land der Griechen, namentlich durch Akarnanien. In: A. Petermanns Mitteil. 7. 1861, 113-117. 
";MS UB ZC717-7;4;1;0;;255;0;;0
1346;King, Jonas;"King, Jonas: Extraits d'un ouvrage écrit vers la fin de l'année 1826 et au commencement de 1827 sous le titre de Coup d'oeil sur la Palestine et la Syrie. Athen 1859, 303p. 
";UB Göttingen;4;3;0;;255;0;;0
1347;Kingslake, William Alexander;Kingslake, William Alexander: Eothen, or, Traces of travel brought home from the East. 2. Aufl. London 1845, xi+418p. 2 colored plates.  ;Gen: GT 1105 (I, 369;1;2;7;;18;99;;0
1348;Kingslake, William Alexander;"Kingslake, William Alexander: Eothen: or Traces of travel brought home from the East. With an introduction by S. L. Bensusan and designs by Frank Brangwyn. London 1916, 306p. , 12 colored plates.  Ü: ins Französische nach der 5. Aufl. Paris 1847. 
";Gen: GT 1105 (I, 370;1;3;0;;18;99;;0
1349;Kinneir, John Macdonald;"Kinneir, John Macdonald: Voyage dans l'Asie Mineure, l'Arménie et le Kourdistan, dans les Années 1813 et 1814. 2 Bde. Paris 1818.  Bd. 2. 
";Sym. ;2;3;0;;98;98;;0
1350;Kinneir, John Macdonald;"Kinneir, John Macdonald: Voyage dans l'Asie Mineure, l'Arménie et le Kourdistan, dans les Années 1813 et 1814. 2 Bde. Paris 1818.  Bd. 1, 430p. 
";Sym. ;2;3;0;;18;99;;0
1351;Kinneir, John Macdonald;Kinneir, John Macdonald: Journey through Asia Minor, Armenia and Kourdistan, in the years 1813 and 1814, with remarks on the marches of Alexander, and retreat of the Ten Thousand. London 1818, xii+603p.  ;Sym.              ;1;2;7;;255;0;;0
1352;Kinneir, John Macdonald;Kinneir, John Macdonald: Reise durch Kleinasien, Armenien und Kurdistan in den Jahren 1813 und 1814. Aus dem Engl. Weimar 1821, 480p.  ;UB Gött.           ;2;3;0;;18;99;;0
1353;Kinneir, John Macdonald;"Kinneir, John Macdonald: Voyage dans l'Asie Mineure, l'Arménie et le Kourdistan, dans les années 1813-1814. 2 Bde. Paris 1818
";"CG; Sym. ";2;3;0;;18;99;;0
1354;Kirckwall;"Kirckwall: Four Years in the Ionian Islands, London 1864
";"NN; ";1;1;0;;255;0;;0
1355;Kirkwall, Viscount;"Kirkwall, Viscount: Four Years in the Ionian Islands. Their political and social Condition. With a History of the British Protectorate. London 1864, Bd. 2
";Gen. ;2;2;0;;31;80;;0
1356;Kirkwall, Viscount;"Kirkwall, Viscount: Four Years in the Ionian Islands. Their political and social Condition. With a History of the British Protectorate. London 1864, Bd. 1
";Gen. ;2;2;0;;255;0;;0
1357;Kirkwall, Viscount;"Kirkwall, Viscount: Four Years in the Ionian Islands. Their political and social Condition. With a History of the British Protectorate. 2 Bde. , London 1864
";Gen. ;2;2;0;;31;80;;0
1358;Klaffenbach, Günther;"Klaffenbach, Günther: Bericht über eine epigraphische Reise durch Mittelgriechenland  und die Ionischen Inseln (Sonderausgabe aus den Sitzungsberichten der Preussischen Akademie der Wissenschaften Phil. Hist. Klasse 1936 xxviii). Berlin 1936. 
Und: Berlin 1935, 691-726. 
";Kopie HilanG;2;1;0;;31;60;;0
1359;Kleemann, Nikolaus Ernst;Kleemann, Nikolaus Ernst: Reisen von Wien über Belgrad bis Kilianova durch die Butschiak-Tartarey über Cavschan, Bender, durch die Nogen--Tartarey in die Crimm, dann von Kaffa nach Konstantinopel, nach Smirna und durch den Archipelagum nach Triest und Wien, in den Jahren 1768, 1769 und 1770, nebst einem Anhange von den besonderen Merkwürdigkeiten. Wien 1771, 173p. 2. Aufl. Leipzig 1773, vi+280p.  ;BSB München;2;2;0;;43;80;;0
1360;Kleemann, Nikolaus Ernst;"Kleemann, Nikolaus Ernst: Voyage de Vienne à Belgrade et à Kilianova dans le pays des Tartares Budziacs & Nogais dans la Crimée, & de Kaffa à Constantinople, au travers de la Mer Noire; avec le retour à Vienne, par Trieste, fait dans les années 1768, 1769 & 1770. Neuchatel 1780, 246p. 
";"BLC; Gen: GT 665. 2(";1;3;0;;18;18;;0
1361;Klenze, Leo von;"Klenze, Leo von: Aphoristische Bemerkungen, gesammelt auf seiner Reise nach Griechenland. Berlin 1838, 751p. 
";MS Arch. Sem. XVIII1;2;1;0;;35;64;;0
1362;Klenze, Leo von;"Klenze, Leo von: Plan de la nouvelle ville d'Athènes projetté par le L. de Klenze, adopté par S. M. le Roi Othon de Grèce à Athènes le 13.  Sept. 1834 et publié par la Regence greque à Nauplie le 18. -30. Sept 1834. München 1834, 6 folding lithograph plates. 
";Gen: GT2186(I, 1121 ;1;3;4;;55;58;;0
1363;Knight, William;"Knight, William: A Diary in the Dardanelles, written on board of the schooner ""Corsair"", while beating through the Straits, from Tenedos to Marmora. London 1849, xv+110p. , map. 
";Gen: GT 1485 (I, 419;1;1;1;;27;33;;0
1364;Knight, William;"Knight, William: Oriental outlines, or, A ramble's collections of a tour in Turkey, Greece, and Tuscany in 1838. Lodon 1838, xi+342p. ,  index frontispiece and engraved title-page. 
";Gen: GT 1081 (I, 276;1;1;1;;49;65;;0
1365;Koch, Karl;"Koch, Karl: Reise längs der Donau nach Konstantinopel und Trebisond.  Weimar 1846, x+150p. 
";Gen: GT 1111(I, 386);1;1;7;;18;18;;0
1366;Koch, Karl;"Koch, Karl: Nachklänge orientalischer Wanderungen. Posthume Blätter von Karl Koch. Erfurt 1881, vii + 203p. , mit Portrait. 
Herausgegeben von seiner Frau Therese Koch. 
";Gen: GT 1112(I, 820);1;1;7;;255;0;;0
1367;Köhler, Albert;"Köhler, Albert: Sonne über dem Balkan. Ein Reisebuch zwischen Baedeker und Homer. Durch Jugoslawien, Albanien, Hellas, Türkei und Ungarn.  Dresden 1930, 221p. 94 Bilder. 1 Karte. 
";BSB München;2;1;0;;12;58;;0
1368;König, Erich;"König, Erich: Wallfahrt nach Griechenland. Berlin 1936. 
";DOK               ;1;1;4;;255;0;;0
1369;Kohn-Abrest, Frédéric;Kohn-Abrest, Frédéric: Un printemps en Bosnie. Paris 1887, ii+427p.  ;"CG; Gen: GT 1257(I, ";1;1;0;;255;0;;0
1370;Kraussen, Kunratht;"Kraussen, Kunratht: Don Kunratht Kraussen vom Hof im Voitland des Allerheyligsten Grabes zu Jerusalem Ritters Wanderschafft, so er von seinem zwölften Iahr.... biss vff sein achtvndzwanzigstes des 1636 Iahres auszm Teutschland in Italien, Frankreich, Hispanien,  Moren, Grieghenland, Polen, Türckey, endlich zum heyligen Grab nach Jerusalem vnd... Donaueschingen o. J. , 273p. 
";                  ;1;1;1;;51;77;;0
1371;Krazeisen, Karl;"Krazeisen, Karl: Portraits et philhellènes. München 1828. 
";Klenze;1;1;0;;255;0;;0
1372;Krazeisen, Karl;"Krazeisen, Karl: Bildnisse ausgezeichneter Griechen und Philhellenen nebst einigen Ansichten und Trachten. München 1828-31. 
";Tsigakou S. 190    ;1;1;7;;255;0;;0
1373;Krienen, Graf Pasch von= Pasch von Krinen, Heinric;"Krienen, Graf Pasch von= Pasch von Krinen, Heinrich L. Graf
";"";5;1;0;;255;0;;0
1374;Krogh, Ferdinand v.;"Krogh, Ferdinand v.: Erinnerungen aus Griechenland. Kopenhagen 1874,  182p. 
";Kopie HILANG;3;1;0;;31;65;;0
1375;Krumbacher, Karl;"Krumbacher, Karl: Griechische Reise; Blätter aus dem Tagebuche einer Reise in Griechenland und in der Türkei. Berlin 1886, xlviii+390p.  Reprint: Athen 1979 (Sig. )
";MS Sem. f. Byz. L230;2;1;0;;18;81;;0
1376;Kruse, Friedrich;"Kruse, Friedrich: Fragen über mehrere für das höhere Alterthum wichtige Verhältnisse im heutigen Griechenland, beantwortet von einem Philhellenen; nebst der Beschreibung seiner Reise durch Morea nach Athen. Aus den Alten commentirt und herausgegeben von Dr. Fr. Kruse.  Mit zwei Halbplan-Charten von der Ebene um Napoli di Romania, und der Gegend von Hydra und Kastri. Berlin 1827, xii+122p. 
";UB Bonn;2;1;0;;52;70;;0
1377;Kruse, Friedrich Carl Herrman;"Kruse, Friedrich Carl Herrman: Hellas, oder, geographisch-antiquarische Darstellung des alten Griechenlandes und seiner Colonien mit steter Rücksicht auf die neueren Entdeckungen. Mit Kupfern und Charten. 3 Bde. Leipzig 1825-1827. xxx+626p. , viii+655p. 
";StB Trier;4;1;0;;255;0;;0
1378;Kurz, Isolde;Kurz, Isolde: Wandertage in Hellas. 5. Aufl. Stuttgart-Berlin 1913.  ;MS UB 46 Okt 1204;2;1;0;;51;70;;0
1379;La Croix, Philippe Sieur de;"La Croix, Philippe Sieur de: État présent des nations et Église Grecque, Arménienne, Maronite en Turquie par Sieur de la Croix. Paris 1684. Und: 1741, 266p. 
";UB Erlangen;4;1;0;;255;0;;0
1380;Tarillon, Francois;"Tarillon, Francois: Lettre à Monsieur le comte de Pontchartrain,  secretaire d`état présent des Missions des Peres Jesuites dans la Grèce. In: Nouveaux mémoires des missions de la compagnie de Jésus.  1. Bd. Paris 1715, 1-125. 
";Pan   ;1;1;11;;255;0;;0
1381;La Croix, Philippe Sieur de;"La Croix, Philippe Sieur de: Mémoires du Sieur de la Croix, cy-devant Secrétaire de l'Ambassade de Constantinople, contenans diverses relation trèscurieuses de l'Empire Othoman. 2 Bde. Paris 1684. 
Bd. 2: 398p. Indices. 
";BSB München       ;1;1;2;;255;0;;2
1382;La Croix, Philippe Sieur de;La Croix, Philippe Sieur de: Mémoires du Sieur de la Croix, cy-devant Secrétaire de l'Ambassade de Constantinople, contenans diverses relations trèscurieuses de l'Empire Othoman. 2 Bde. Paris 1684.  ;"UB MS; BSB München";1;2;0;;255;0;;0
1383;La Roière, J. V. de;"La Roière, J. V. de: Voyages en Orient, Paris 1836, xv+300p. 
";Gen: GT 1074 (I, 239;1;1;1;;18;58;;0
1384;Laborde, Léon Emmanuel Simon Joseph de;"Laborde, Léon Emmanuel Simon Joseph de: Extrait d'un rapport fait à l'Académie Royale des Inscriptions et Belles-Lettres. Unidentified extract 1827 ? , 39-62. 
";Gen: GT 852 (I, 151);1;1;0;;18;52;;0
1385;Laborde, Léon Emmanuel Simon Joseph de;Laborde, Léon Emmanuel Simon Joseph de: Le Parthenon. Paris 1848.  ;"";1;1;0;;255;0;;0
1386;Laborde, Léon Emmanuel Simon Joseph de;Laborde, Léon Emmanuel Simon Joseph de: Voyage en Orient. Paris 1837.  ;"NN; Klenze";1;1;0;;255;0;;0
1387;Laborde, Léon Emmanuel Simon Joseph de;"Laborde, Léon Emmanuel Simon Joseph de: Athénes aux XV, XVI et XVII siècles. 2 Bde. Paris 1854, xviii+276p. , 392p. mit vielen Karten und Plänen. 
";UB Köln;4;1;0;;255;0;;0
1388;Laborde, Léon Emmanuel Simon Joseph de;"Laborde, Léon Emmanuel Simon Joseph de: Voyage en Orient par L. de L. Près de 400 vues de monuments et sites historiques de l'Asie Mineure et de la Syrie dessinées d'après nature par l'auteur. 39 livraisons. 2 Bde. Paris 1838-1862. 
";", BLC; BSB München  ";1;2;1;;18;18;;0
1389;Laborde, Mrs Alexandre de Laborde;"Laborde, Mrs Alexandre de Laborde: Voyage de l'Asie Mineure, par Mrs. Alexandre de Laborde-Becker, Hall, et Léon de Laborde. Paris  1838, 147p. , lithograph frontispiece, atlas folio, redigé et publié  par Léon de Laborde. 
";"UB Heidelberg CG; ";1;1;9;;18;75;;0
1390;Lacroix, Louis;"Lacroix, Louis: Iles de la Gréce, Paris 1853. 
";MIZE 60;1;1;0;;255;0;;0
1391;Ladoire, Marcel;"Ladoire, Marcel: Voyage fait à la Terre Sainte en l'année M. DCC. XIX contenant la description de la ville de Jerusalem, tant ancienne   que moderne , avec les Moeurs et les Coutumes des Turcs. 
Paris 1720, x+398+10p. ";Pan;1;1;11;;255;0;;0
1392;Laffi, Domenico;"Laffi, Domenico: Viaggio in Levante al Santo Sepolcro... Bologna  1683. 
";Tobler;1;1;0;;255;0;;0
1393;Laird-Petterson, James;"Laird-Petterson, James: Journal of a Tour in Egypt, Palestine, Syria and Greece... London 1852. 
";Tobler;1;1;0;;255;0;;0
1394;Lallemand, Charles;"Lallemand, Charles: D'Alger à Constantinople; Jérusalem-Damas. Paris,  Alger 1896, 129p. , index, 22 tinted and many other illustrations.  ";"CG; GT 1894 (I, 1204";1;1;0;;18;18;;0
1395;Lamartine, Alphonse de;Lamartine, Alphonse de: Souvenirs, impressions, pensées et paysages pendant un voyage en Orient (1832-1833), ou, notes d'un voyageur.  Für den Gebrauch auf Schulen im Auszug hrsg. 2. Aufl. O. O. 1840.  ;MS UB;1;1;0;;255;0;;0
1396;Lamartine, Alphonse de;"Lamartine, Alphonse de: A pilmgrimage to the Holy Land. A facs. reprod. with an introduction by Charles M. Lombard. New York 1978, xi+ 495p. Reprint of an 1838 Edition in Philadelphia. 
";MS Engl. Sem. 1h 791;1;1;0;;255;0;;0
1397;Lamartine, Alphonse de;"Lamartine, Alphonse de: Oevres de Lamartine. Voyage en Orient. 2 Bde.  Paris 1875. 
Und: Paris 1848, 718p. 
";Gen: GT 1056 (I, 725;1;1;0;;255;0;;0
1398;Lamartine, Alphonse de;"Lamartine, Alphonse de: Souvenirs, impressions, pensées et paysages,  pendant un voyage en Orient (1832-1833), ou, notes d'un voyageur.  4 Bde. Paris 1835. 
Nov. Edition (3. Aufl. ) 2 Bde. Stuttgart 1839. 
Weitere Aufl.: Bruxelles 1838. 
";MS UB 47/ 4542;1;1;0;;255;0;;0
1399;Lamartine, Alphonse de;"Lamartine, Alphonse de: Le veritable ""Voyage en Orient"" de Lamartine d'apres manuscrits originaux de la Bibliothéque Nationale (Documents inedits) par Christian Marechal. Added: Article on the original edition, extract from the Quarterly Review, 1835, 155-180.  ";Gen: GT 1058 (I, 108;1;1;0;;255;0;;0
1400;Lamartine, Alphonse de;"Lamartine, Alphonse de: Souvenirs, impressions, pensèes et paysages pendant un voyage en Orient (1832-1833), ou, notes d'un voyageur.  Für den Gebrauch auf Schulen im Auszuge und mit sacherklärenden Anm. hrsg. 3. Aufl. Lemgo/ Detmold 1844, IV, 286p. 
";MS Pri. Sem. M*81537;2;1;0;;18;52;;0
1401;Lamartine, Alphonse de;"Lamartine, Alphonse de: Souvenirs, Impressions, pensées et paysages pendant un voyage en Orient. (1832-1833). 1. Bd. Nouv. Edition (3.  Aufl. ). Stuttgart 1839, X+289p. 
";MS UB 42/ 4512;2;1;0;;58;99;;1
1402;Lamartine, Alphonse de;"Lamartine, Alphonse de: Souvenirs, Impressions, pensées et paysages pendant un voyage en Orient. (1832-1833). 2. Bd. Nouv. Edition (3.  Aufl. ). Stuttgart 1839, 360p. 
";MS UB 42/ 4512;4;1;0;;255;0;;2
1403;Lamartine, Alphonse de;"Lamartine, Alphonse de: Oevres complètes. 8 Bde. Voyage en Orient.  Paris 1845. Bd. 8: Reiseerinnerungen. 
";MS UB 47: 9448 KzK;2;1;0;;18;78;;7
1404;Lamartine, Alphonse de;"Lamartine, Alphonse de: Souvenirs, impressions, pensées et paysages pendant un voyage en Orient (1832-1833), ou, notes d'un voyageur.  3. Ed. 
Bd. 1: Stuttgart 1839. 
";MS UB 47: 4512;2;2;0;;58;99;;1
1405;Lamartine, Alphonse de;"Lamartine, Alphonse de: Oevres complètes. 8 Bde. Voyage en Orient Paris  1832-33 Bd: 7+8. 
Bd. 7: Souvenirs, Impressions, Penséeset Payages pendant un Voyage en Orient 1832-1833 ou Notes d'un Voyageur. Paris 1845. 562 p. 
";MS UB 47 Okt 9448;3;2;0;;58;99;;7
1406;Lamartine, Alphonse de;"Lamartine, Alphonse de: Oevres complètes. 8 Bde. Voyage en Orient Paris  1832-33 Bd: 7+8. 
Bd. 8: Souvenirs, Impressions, Pensées et Payages pendant un Voyage en Orient 1832-1833 ou Notes d'un Voyageur. Paris 1845. 570 p. 
";MS UB 47 Okt 9448;2;2;0;;18;99;;0
1407;Lamartine, Alphonse de;"Lamartine, Alphonse de: Travels in the East, including a journey in the Holy Land. Edinburgh 1839, 230p. from the French: a new translation with a memoir of the author and notes. 
";"BLC; GT 1057 (I, 295";1;3;0;;255;0;;0
1408;Lamartine, Alphonse de;"Lamartine, Alphonse de: Sämtliche Werke. Übers. von Georg Herwegh.  8 Bde. Stuttgart 1839-1857. 
";MS UB 1 E12614-1-6;2;3;0;;255;0;;0
1409;Lamartine, Alphonse de;"Lamartine, Alphonse de: Fahrt ins Heilige Land. Übers. von Georg  Herwegh. Offenburg 1947, 89p. 
";MS UB 47: 11461;4;3;0;;255;0;;0
1410;Lamartine, Alphonse de;"Lamartine, Alphonse de: Sämtliche Werke. Übers. von Georg Herwegh.  8 Bde. Stuttgart 1839-1857. 
Bd. 2: Erinnerungen, Empfindungen, Gedanken und Naturgemälde während einer Reise in den Orient in den Jahren 1832-1833 oder Bemerkungen  eines Reisenden. 580p. 
";MS UB 47: 2670;2;3;0;;58;99;;2
